text,persuasion,persuasion_id
"They provide medical treatments, education, food assistance and training to help children get resources they need now, but also to help them learn to provide for themselves.",credibility-appeal,1
They help 157 million children in 120 countries worldwide,credibility-appeal,1
"Yes, they truly reach a great number of children.",credibility-appeal,1
"Yes, they helped 32 million children in Africa in 2016.",credibility-appeal,1
"They also help in the United States, Asia, the Middle East, and Latin America.",credibility-appeal,1
"Yes, one of the top ways this organization is able to do it's work is through donations from individuals worldwide.",credibility-appeal,1
Every little bit helps.,foot-in-the-door,6
Even a small amount!,foot-in-the-door,6
"Yes, I plan to.",self-modeling,8
Your donation will be directly deducted from your task payment.,donation-information,5
You can choose any amount from $0 to all your payment.,donation-information,5
"FINE,SAVE THE CHILDREN , HOW DO YOU THINK ABOUT THE DONATION THE SAVE THE CHILD.",personal-related-inquiry,3
"NO BUT, ITS A INTERNATIONAL NON-GOVERNMENTAL ORGANIZATION TO THE CHILD",credibility-appeal,1
"SAVE THE CHILDREN , FOR YOUR CLARIFICATION YOU GO AND CHECK THE  URL WEBSITE.",credibility-appeal,1
ITS VERY HELPFUL TO THE ORGANIZATION.,credibility-appeal,1
"YOU CAN TRUST OUR  ORGANIZATION, YOU DONATE THE CHILDREN IS VERY HELPFUL TO THEY OF EDUCATION , HEALTH AND SAFETY. ETC.,",credibility-appeal,1
"NO, WE CAN PUT 100% TO THE CHILDREN USE ONLY, SO YOU CAN TRUST OUR ORGANIZATION.",credibility-appeal,1
URL YOU GO AND DONATE TO THE WEBSITE.,donation-information,5
"YES SURE,",donation-information,5
do you like kids,personal-related-inquiry,3
do you know many kids in the world are suffering,emotion-appeal,7
Save the children is a group that helps kids in warzones,credibility-appeal,1
have you ever donated to a charity,personal-related-inquiry,3
i plan on donating to save the children,self-modeling,8
"Hello,  Have you heard of the save a children charity?",source-related-inquiry,4
This one is great.,credibility-appeal,1
We help out poor children.,credibility-appeal,1
We assist in all sorts of ways.,credibility-appeal,1
"Education, health care, vaccinations etc.",credibility-appeal,1
We cover all aspects of it.,credibility-appeal,1
Did you know you can donate the money you were getting from this HIT to save the children?,donation-information,5
But think of all of the poor children.,emotion-appeal,7
Have you no empathy?,emotion-appeal,7
We save children.,logical-appeal,2
Did you know that 90 cents out of every dollar goes directly towards helping a child?,logical-appeal,2
We have some over head...,credibility-appeal,1
Admistration etc.,credibility-appeal,1
We have people working full time who distribute funds and keep the programs going.,credibility-appeal,1
We have to do a lot of vetting to ensure the money isn't wasted and is distributed properly,credibility-appeal,1
Would you consider yourself a giving person?,personal-related-inquiry,3
Do you like Children?,personal-related-inquiry,3
